episode,game,exploration,explored,safe,MA_explored,MA_safe
0,[1]_concat sin + base: 100+20sin((2pi/86)t)+0e,80.0,-33.7,-33.9,-33.7,-33.9
1,[3]_concat sin + base: 100+58sin((2pi/85)t)+0e,73.3,-37.0,-33.4,-35.3,-33.6
2,[5]_concat sin + base: 100+43sin((2pi/108)t)+0e,67.3,-52.0,-30.7,-37.0,-33.4
3,[7]_concat sin + base: 100+26sin((2pi/101)t)+0e,61.9,-41.2,-39.8,-39.1,-33.6
